sport,level,respondent_type,model,participant_id,image,image_file,iteration,pred_cell,pred_row,pred_col,gt_cells,correct,parse_failed,is_control,in_human_set
basketball,,human,,14,57,57,2,B5,2,5,B6;B7,False,False,False,True
basketball,,human,,14,57,57,3,B6,2,6,B6;B7,True,False,False,True
basketball,,human,,14,33,33,1,E7,5,7,D5;D6;E5;E6,False,False,False,True
basketball,,human,,14,33,33,2,D7,4,7,D5;D6;E5;E6,False,False,False,True
basketball,,human,,14,33,33,3,D6,4,6,D5;D6;E5;E6,True,False,False,True
basketball,,human,,14,2,2,1,D5,4,5,B6;C6,False,False,False,True
basketball,,human,,14,2,2,2,E5,5,5,B6;C6,False,False,False,True
basketball,,human,,14,2,2,3,E6,5,6,B6;C6,False,False,False,True
basketball,,human,,14,47,47,1,A6,1,6,A5;A6,True,False,False,True
basketball,,human,,14,47,47,2,A5,1,5,A5;A6,True,False,False,True
basketball,,human,,14,47,47,3,B5,2,5,A5;A6,False,False,False,True
basketball,,human,,14,44,44,1,A5,1,5,A5;B5,True,False,False,True
basketball,,human,,14,44,44,2,A6,1,6,A5;B5,False,False,False,True
basketball,,human,,14,44,44,3,B6,2,6,A5;B5,False,False,False,True
basketball,,human,,14,42,42,1,D5,4,5,D5,True,False,False,True
basketball,,human,,14,42,42,2,E5,5,5,D5,False,False,False,True
basketball,,human,,14,42,42,3,E6,5,6,D5,False,False,False,True
basketball,,human,,14,12,12,1,D5,4,5,C3;C4;D3;D4,False,False,False,True
basketball,,human,,14,12,12,2,E5,5,5,C3;C4;D3;D4,False,False,False,True
basketball,,human,,14,12,12,3,E4,5,4,C3;C4;D3;D4,False,False,False,True
basketball,,human,,14,35,35,1,D7,4,7,D6,False,False,False,True
basketball,,human,,14,35,35,2,D6,4,6,D6,True,False,False,True
basketball,,human,,14,35,35,3,E6,5,6,D6,False,False,False,True
basketball,,human,,14,15,15,1,E6,5,6,E6;E7;F6;F7,True,False,False,True
basketball,,human,,14,15,15,2,F7,6,7,E6;E7;F6;F7,True,False,False,True
basketball,,human,,14,15,15,3,F6,6,6,E6;E7;F6;F7,True,False,False,True
basketball,,human,,14,18,18,1,A4,1,4,A2;A3,False,False,False,True
basketball,,human,,14,18,18,2,A3,1,3,A2;A3,True,False,False,True
basketball,,human,,14,18,18,3,B3,2,3,A2;A3,False,False,False,True
basketball,,human,,14,29,29,1,C6,3,6,A5,False,False,False,True
basketball,,human,,14,29,29,2,C7,3,7,A5,False,False,False,True
basketball,,human,,14,29,29,3,B6,2,6,A5,False,False,False,True
basketball,,human,,14,37,37,1,B6,2,6,A6;A7,False,False,False,True
basketball,,human,,14,37,37,2,A6,1,6,A6;A7,True,False,False,True
basketball,,human,,14,37,37,3,A5,1,5,A6;A7,False,False,False,True
basketball,,human,,14,24,24,1,C8,3,8,B7;B8;C7;C8,True,False,False,True
basketball,,human,,14,24,24,2,B8,2,8,B7;B8;C7;C8,True,False,False,True
basketball,,human,,14,24,24,3,B9,2,9,B7;B8;C7;C8,False,False,False,True
basketball,,human,,14,54,54,1,B5,2,5,B4;B5;C4;C5,True,False,False,True
basketball,,human,,14,54,54,2,B6,2,6,B4;B5;C4;C5,False,False,False,True
basketball,,human,,14,54,54,3,C5,3,5,B4;B5;C4;C5,True,False,False,True
basketball,,human,,14,31,31,1,D5,4,5,D3;D4,False,False,False,True
basketball,,human,,14,31,31,2,E5,5,5,D3;D4,False,False,False,True
basketball,,human,,14,31,31,3,E6,5,6,D3;D4,False,False,False,True
basketball,,human,,14,82,82,1,E4,5,4,D4;D5;E4;E5,True,False,False,True
basketball,,human,,14,82,82,2,E5,5,5,D4;D5;E4;E5,True,False,False,True
basketball,,human,,14,82,82,3,D5,4,5,D4;D5;E4;E5,True,False,False,True
basketball,,human,,14,32,32,1,B9,2,9,B6;C6,False,False,False,True
basketball,,human,,14,32,32,2,B8,2,8,B6;C6,False,False,False,True
basketball,,human,,14,32,32,3,B7,2,7,B6;C6,False,False,False,True
basketball,,human,,14,7,7,1,E6,5,6,E5,False,False,False,True
basketball,,human,,14,7,7,2,E5,5,5,E5,True,False,False,True
basketball,,human,,14,7,7,3,E7,5,7,E5,False,False,False,True
basketball,,human,,14,67,67,1,A7,1,7,A7,True,False,False,True
basketball,,human,,14,67,67,2,A6,1,6,A7,False,False,False,True
basketball,,human,,14,67,67,3,B7,2,7,A7,False,False,False,True
basketball,,human,,14,84,84,1,A6,1,6,B5;B6,False,False,False,True
basketball,,human,,14,84,84,2,B6,2,6,B5;B6,True,False,False,True
basketball,,human,,14,84,84,3,B5,2,5,B5;B6,True,False,False,True
basketball,,human,,14,10,10,1,C6,3,6,A5;B5,False,False,False,True
basketball,,human,,14,10,10,2,C7,3,7,A5;B5,False,False,False,True
basketball,,human,,14,10,10,3,D7,4,7,A5;B5,False,False,False,True
basketball,,human,,14,53,53,1,C5,3,5,C4;C5;D4;D5,True,False,False,True
basketball,,human,,14,53,53,2,B5,2,5,C4;C5;D4;D5,False,False,False,True
basketball,,human,,14,53,53,3,C4,3,4,C4;C5;D4;D5,True,False,False,True
basketball,,human,,14,64,64,1,D7,4,7,B7;B8;C7;C8,False,False,False,True
basketball,,human,,14,64,64,2,C7,3,7,B7;B8;C7;C8,True,False,False,True
basketball,,human,,14,64,64,3,D8,4,8,B7;B8;C7;C8,False,False,False,True
basketball,,human,,14,19,19,1,B6,2,6,C5;C6,False,False,False,True
basketball,,human,,14,19,19,2,B5,2,5,C5;C6,False,False,False,True
basketball,,human,,14,19,19,3,B4,2,4,C5;C6,False,False,False,True
basketball,,human,,14,80,80,1,D5,4,5,E5;E6,False,False,False,True
basketball,,human,,14,80,80,2,E5,5,5,E5;E6,True,False,False,True
basketball,,human,,14,80,80,3,E6,5,6,E5;E6,True,False,False,True
basketball,,human,,14,63,63,1,E5,5,5,A5;B5,False,False,False,True
basketball,,human,,14,63,63,2,E6,5,6,A5;B5,False,False,False,True
basketball,,human,,14,63,63,3,F5,6,5,A5;B5,False,False,False,True
basketball,,human,,14,50,50,1,D6,4,6,D6;D7,True,False,False,True
basketball,,human,,14,50,50,2,D7,4,7,D6;D7,True,False,False,True
basketball,,human,,14,50,50,3,E7,5,7,D6;D7,False,False,False,True
basketball,,human,,14,26,26,1,B6,2,6,C5;C6,False,False,False,True
basketball,,human,,14,26,26,2,B5,2,5,C5;C6,False,False,False,True
basketball,,human,,14,26,26,3,C5,3,5,C5;C6,True,False,False,True
basketball,,human,,14,16,16,1,C6,3,6,A6;A7;B6;B7,False,False,False,True
basketball,,human,,14,16,16,2,C5,3,5,A6;A7;B6;B7,False,False,False,True
basketball,,human,,14,16,16,3,D5,4,5,A6;A7;B6;B7,False,False,False,True
basketball,,human,,14,27,27,1,B6,2,6,C5;C6;D5;D6,False,False,False,True
basketball,,human,,14,27,27,2,A6,1,6,C5;C6;D5;D6,False,False,False,True
basketball,,human,,14,27,27,3,B5,2,5,C5;C6;D5;D6,False,False,False,True
basketball,,human,,15,84,84,1,E6,5,6,B5;B6,False,False,False,True
basketball,,human,,15,84,84,2,B6,2,6,B5;B6,True,False,False,True
basketball,,human,,15,84,84,3,C7,3,7,B5;B6,False,False,False,True
basketball,,human,,15,15,15,1,F7,6,7,E6;E7;F6;F7,True,False,False,True
basketball,,human,,15,15,15,2,F6,6,6,E6;E7;F6;F7,True,False,False,True
basketball,,human,,15,15,15,3,E7,5,7,E6;E7;F6;F7,True,False,False,True
basketball,,human,,15,18,18,1,A3,1,3,A2;A3,True,False,False,True
basketball,,human,,15,18,18,2,B4,2,4,A2;A3,False,False,False,True
basketball,,human,,15,18,18,3,A4,1,4,A2;A3,False,False,False,True
basketball,,human,,15,45,45,1,C5,3,5,B5;B6,False,False,False,True
basketball,,human,,15,45,45,2,B5,2,5,B5;B6,True,False,False,True
basketball,,human,,15,45,45,3,B6,2,6,B5;B6,True,False,False,True
basketball,,human,,15,40,40,1,B4,2,4,A4,False,False,False,True
basketball,,human,,15,40,40,2,C4,3,4,A4,False,False,False,True
basketball,,human,,15,40,40,3,C5,3,5,A4,False,False,False,True
basketball,,human,,15,31,31,1,E4,5,4,D3;D4,False,False,False,True
basketball,,human,,15,31,31,2,E6,5,6,D3;D4,False,False,False,True
basketball,,human,,15,31,31,3,E5,5,5,D3;D4,False,False,False,True
basketball,,human,,15,26,26,1,C5,3,5,C5;C6,True,False,False,True
basketball,,human,,15,26,26,2,B5,2,5,C5;C6,False,False,False,True
basketball,,human,,15,26,26,3,C6,3,6,C5;C6,True,False,False,True
basketball,,human,,15,80,80,1,D5,4,5,E5;E6,False,False,False,True
basketball,,human,,15,80,80,2,E5,5,5,E5;E6,True,False,False,True
basketball,,human,,15,80,80,3,D4,4,4,E5;E6,False,False,False,True
basketball,,human,,15,64,64,1,D6,4,6,B7;B8;C7;C8,False,False,False,True
basketball,,human,,15,64,64,2,E6,5,6,B7;B8;C7;C8,False,False,False,True
basketball,,human,,15,64,64,3,D7,4,7,B7;B8;C7;C8,False,False,False,True
basketball,,human,,15,24,24,1,C8,3,8,B7;B8;C7;C8,True,False,False,True
basketball,,human,,15,24,24,2,C7,3,7,B7;B8;C7;C8,True,False,False,True
basketball,,human,,15,24,24,3,B8,2,8,B7;B8;C7;C8,True,False,False,True
basketball,,human,,15,19,19,1,D6,4,6,C5;C6,False,False,False,True
basketball,,human,,15,19,19,2,C6,3,6,C5;C6,True,False,False,True
basketball,,human,,15,19,19,3,C5,3,5,C5;C6,True,False,False,True
basketball,,human,,15,51,51,1,B5,2,5,A5;A6;B5;B6,True,False,False,True
basketball,,human,,15,51,51,2,B6,2,6,A5;A6;B5;B6,True,False,False,True
basketball,,human,,15,51,51,3,C5,3,5,A5;A6;B5;B6,False,False,False,True
basketball,,human,,15,46,46,1,D6,4,6,D5;D6,True,False,False,True
basketball,,human,,15,46,46,2,D7,4,7,D5;D6,False,False,False,True
basketball,,human,,15,46,46,3,C7,3,7,D5;D6,False,False,False,True
basketball,,human,,15,13,13,1,C6,3,6,D3,False,False,False,True
basketball,,human,,15,13,13,2,C5,3,5,D3,False,False,False,True
basketball,,human,,15,13,13,3,D6,4,6,D3,False,False,False,True
basketball,,human,,15,58,58,1,B6,2,6,A5;A6,False,False,False,True
basketball,,human,,15,58,58,2,B5,2,5,A5;A6,False,False,False,True
basketball,,human,,15,58,58,3,A5,1,5,A5;A6,True,False,False,True
basketball,,human,,15,27,27,1,C5,3,5,C5;C6;D5;D6,True,False,False,True
basketball,,human,,15,27,27,2,D5,4,5,C5;C6;D5;D6,True,False,False,True
basketball,,human,,15,27,27,3,D6,4,6,C5;C6;D5;D6,True,False,False,True
basketball,,human,,15,50,50,1,C5,3,5,D6;D7,False,False,False,True
basketball,,human,,15,50,50,2,D5,4,5,D6;D7,False,False,False,True
basketball,,human,,15,50,50,3,C7,3,7,D6;D7,False,False,False,True
basketball,,human,,15,2,2,1,D6,4,6,B6;C6,False,False,False,True
basketball,,human,,15,2,2,2,E6,5,6,B6;C6,False,False,False,True
basketball,,human,,15,2,2,3,E7,5,7,B6;C6,False,False,False,True
basketball,,human,,15,1,1,1,C8,3,8,A7;A8;B7;B8,False,False,False,True
basketball,,human,,15,1,1,2,D6,4,6,A7;A8;B7;B8,False,False,False,True
basketball,,human,,15,1,1,3,C9,3,9,A7;A8;B7;B8,False,False,False,True
basketball,,human,,15,37,37,1,C6,3,6,A6;A7,False,False,False,True
basketball,,human,,15,37,37,2,C7,3,7,A6;A7,False,False,False,True
basketball,,human,,15,37,37,3,B7,2,7,A6;A7,False,False,False,True
basketball,,human,,15,63,63,1,C5,3,5,A5;B5,False,False,False,True
basketball,,human,,15,63,63,2,C6,3,6,A5;B5,False,False,False,True
basketball,,human,,15,63,63,3,B5,2,5,A5;B5,True,False,False,True
basketball,,human,,15,33,33,1,D6,4,6,D5;D6;E5;E6,True,False,False,True
basketball,,human,,15,33,33,2,E6,5,6,D5;D6;E5;E6,True,False,False,True
basketball,,human,,15,33,33,3,E5,5,5,D5;D6;E5;E6,True,False,False,True
basketball,,human,,15,25,25,1,E6,5,6,D10;D9;E10;E9,False,False,False,True
basketball,,human,,15,25,25,2,E3,5,3,D10;D9;E10;E9,False,False,False,True
basketball,,human,,15,25,25,3,F6,6,6,D10;D9;E10;E9,False,False,False,True
basketball,,human,,15,28,28,1,F3,6,3,D6;E6,False,False,False,True
basketball,,human,,15,28,28,2,E3,5,3,D6;E6,False,False,False,True
basketball,,human,,15,28,28,3,E4,5,4,D6;E6,False,False,False,True
basketball,,human,,15,16,16,1,D2,4,2,A6;A7;B6;B7,False,False,False,True
basketball,,human,,15,16,16,2,E2,5,2,A6;A7;B6;B7,False,False,False,True
basketball,,human,,15,16,16,3,E4,5,4,A6;A7;B6;B7,False,False,False,True
basketball,,human,,15,65,65,1,C5,3,5,A5;A6;B5;B6,False,False,False,True
basketball,,human,,15,65,65,2,C6,3,6,A5;A6;B5;B6,False,False,False,True
basketball,,human,,15,65,65,3,D6,4,6,A5;A6;B5;B6,False,False,False,True
basketball,,human,,15,54,54,1,C5,3,5,B4;B5;C4;C5,True,False,False,True
basketball,,human,,15,54,54,2,B5,2,5,B4;B5;C4;C5,True,False,False,True
basketball,,human,,15,54,54,3,D5,4,5,B4;B5;C4;C5,False,False,False,True
basketball,,human,,15,48,48,1,B6,2,6,A5;A6;B5;B6,True,False,False,True
basketball,,human,,15,48,48,2,B5,2,5,A5;A6;B5;B6,True,False,False,True
basketball,,human,,15,48,48,3,A6,1,6,A5;A6;B5;B6,True,False,False,True
basketball,,human,,15,42,42,1,D5,4,5,D5,True,False,False,True
basketball,,human,,15,42,42,2,E5,5,5,D5,False,False,False,True
basketball,,human,,15,42,42,3,E6,5,6,D5,False,False,False,True
basketball,,human,,15,32,32,1,C6,3,6,B6;C6,True,False,False,True
basketball,,human,,15,32,32,2,C5,3,5,B6;C6,False,False,False,True
basketball,,human,,15,32,32,3,D6,4,6,B6;C6,False,False,False,True
basketball,,human,,15,35,35,1,D1,4,1,D6,False,False,False,True
basketball,,human,,15,35,35,2,E1,5,1,D6,False,False,False,True
basketball,,human,,15,35,35,3,D5,4,5,D6,False,False,False,True
basketball,,human,,15,29,29,1,C5,3,5,A5,False,False,False,True
basketball,,human,,15,29,29,2,B5,2,5,A5,False,False,False,True
basketball,,human,,15,29,29,3,C6,3,6,A5,False,False,False,True
basketball,,human,,15,11,11,1,C6,3,6,B6,False,False,False,True
basketball,,human,,15,11,11,2,C4,3,4,B6,False,False,False,True
basketball,,human,,15,11,11,3,C5,3,5,B6,False,False,False,True
basketball,,human,,15,82,82,1,E4,5,4,D4;D5;E4;E5,True,False,False,True
basketball,,human,,15,82,82,2,E5,5,5,D4;D5;E4;E5,True,False,False,True
basketball,,human,,15,82,82,3,D5,4,5,D4;D5;E4;E5,True,False,False,True
basketball,,human,,15,10,10,1,C6,3,6,A5;B5,False,False,False,True
basketball,,human,,15,10,10,2,C8,3,8,A5;B5,False,False,False,True
basketball,,human,,15,10,10,3,D6,4,6,A5;B5,False,False,False,True
basketball,,human,,15,47,47,1,A6,1,6,A5;A6,True,False,False,True
basketball,,human,,15,47,47,2,A5,1,5,A5;A6,True,False,False,True
basketball,,human,,15,47,47,3,B5,2,5,A5;A6,False,False,False,True
basketball,,human,,15,23,23,1,D6,4,6,C5;C6,False,False,False,True
basketball,,human,,15,23,23,2,E6,5,6,C5;C6,False,False,False,True
basketball,,human,,15,23,23,3,E4,5,4,C5;C6,False,False,False,True
basketball,,human,,15,53,53,1,D5,4,5,C4;C5;D4;D5,True,False,False,True
basketball,,human,,15,53,53,2,D6,4,6,C4;C5;D4;D5,False,False,False,True
basketball,,human,,15,53,53,3,C5,3,5,C4;C5;D4;D5,True,False,False,True
basketball,,human,,15,3,3,1,B5,2,5,B5;B6,True,False,False,True
basketball,,human,,15,3,3,2,B6,2,6,B5;B6,True,False,False,True
basketball,,human,,15,3,3,3,C5,3,5,B5;B6,False,False,False,True
basketball,,human,,15,22,22,1,D5,4,5,A7,False,False,False,True
basketball,,human,,15,22,22,2,C5,3,5,A7,False,False,False,True
basketball,,human,,15,22,22,3,C4,3,4,A7,False,False,False,True
basketball,,human,,15,57,57,1,C6,3,6,B6;B7,False,False,False,True
basketball,,human,,15,57,57,2,B6,2,6,B6;B7,True,False,False,True
basketball,,human,,15,57,57,3,B5,2,5,B6;B7,False,False,False,True
basketball,,human,,15,12,12,1,D4,4,4,C3;C4;D3;D4,True,False,False,True
basketball,,human,,15,12,12,2,C4,3,4,C3;C4;D3;D4,True,False,False,True
basketball,,human,,15,12,12,3,E4,5,4,C3;C4;D3;D4,False,False,False,True
basketball,,human,,15,83,83,1,A6,1,6,A5,False,False,False,True
basketball,,human,,15,83,83,2,B6,2,6,A5,False,False,False,True
basketball,,human,,15,83,83,3,A5,1,5,A5,True,False,False,True
basketball,,human,,15,36,36,1,B5,2,5,A5,False,False,False,True
basketball,,human,,15,36,36,2,A5,1,5,A5,True,False,False,True
basketball,,human,,15,36,36,3,A4,1,4,A5,False,False,False,True
basketball,,human,,15,44,44,1,B5,2,5,A5;B5,True,False,False,True
basketball,,human,,15,44,44,2,B6,2,6,A5;B5,False,False,False,True
basketball,,human,,15,44,44,3,C5,3,5,A5;B5,False,False,False,True
basketball,,human,,15,61,61,1,D7,4,7,E8;F8,False,False,False,True
basketball,,human,,15,61,61,2,E8,5,8,E8;F8,True,False,False,True
basketball,,human,,15,61,61,3,E7,5,7,E8;F8,False,False,False,True
basketball,,human,,15,30,30,1,E6,5,6,D4;D5,False,False,False,True
basketball,,human,,15,30,30,2,F6,6,6,D4;D5,False,False,False,True
basketball,,human,,15,30,30,3,E5,5,5,D4;D5,False,False,False,True
basketball,,human,,15,67,67,1,A7,1,7,A7,True,False,False,True
basketball,,human,,15,67,67,2,A6,1,6,A7,False,False,False,True
basketball,,human,,15,67,67,3,B6,2,6,A7,False,False,False,True
basketball,,human,,15,60,60,1,B5,2,5,A5,False,False,False,True
basketball,,human,,15,60,60,2,C5,3,5,A5,False,False,False,True
basketball,,human,,15,60,60,3,B4,2,4,A5,False,False,False,True
basketball,,human,,15,7,7,1,D5,4,5,E5,False,False,False,True
basketball,,human,,15,7,7,2,E6,5,6,E5,False,False,False,True
basketball,,human,,15,7,7,3,E5,5,5,E5,True,False,False,True
basketball,,human,,16,47,47,1,A6,1,6,A5;A6,True,False,False,True
basketball,,human,,16,47,47,2,A5,1,5,A5;A6,True,False,False,True
basketball,,human,,16,47,47,3,A6,1,6,A5;A6,True,False,False,True
basketball,,human,,16,42,42,1,E5,5,5,D5,False,False,False,True
basketball,,human,,16,42,42,2,D5,4,5,D5,True,False,False,True
basketball,,human,,16,42,42,3,E5,5,5,D5,False,False,False,True
basketball,,human,,16,16,16,1,D5,4,5,A6;A7;B6;B7,False,False,False,True
basketball,,human,,16,16,16,2,D4,4,4,A6;A7;B6;B7,False,False,False,True
basketball,,human,,16,16,16,3,C6,3,6,A6;A7;B6;B7,False,False,False,True
basketball,,human,,16,27,27,1,C5,3,5,C5;C6;D5;D6,True,False,False,True
basketball,,human,,16,27,27,2,C6,3,6,C5;C6;D5;D6,True,False,False,True
basketball,,human,,16,27,27,3,D5,4,5,C5;C6;D5;D6,True,False,False,True
basketball,,human,,16,51,51,1,B6,2,6,A5;A6;B5;B6,True,False,False,True
basketball,,human,,16,51,51,2,B5,2,5,A5;A6;B5;B6,True,False,False,True
basketball,,human,,16,51,51,3,B6,2,6,A5;A6;B5;B6,True,False,False,True
basketball,,human,,16,1,1,1,D6,4,6,A7;A8;B7;B8,False,False,False,True
basketball,,human,,16,1,1,2,E6,5,6,A7;A8;B7;B8,False,False,False,True
basketball,,human,,16,1,1,3,E4,5,4,A7;A8;B7;B8,False,False,False,True
basketball,,human,,16,24,24,1,C8,3,8,B7;B8;C7;C8,True,False,False,True
basketball,,human,,16,24,24,2,C8,3,8,B7;B8;C7;C8,True,False,False,True
basketball,,human,,16,24,24,3,C8,3,8,B7;B8;C7;C8,True,False,False,True
basketball,,human,,16,83,83,1,B6,2,6,A5,False,False,False,True
basketball,,human,,16,83,83,2,B6,2,6,A5,False,False,False,True
basketball,,human,,16,83,83,3,B6,2,6,A5,False,False,False,True
basketball,,human,,16,53,53,1,D5,4,5,C4;C5;D4;D5,True,False,False,True
basketball,,human,,16,53,53,2,C5,3,5,C4;C5;D4;D5,True,False,False,True
basketball,,human,,16,53,53,3,C5,3,5,C4;C5;D4;D5,True,False,False,True
basketball,,human,,16,58,58,1,B6,2,6,A5;A6,False,False,False,True
basketball,,human,,16,58,58,2,B6,2,6,A5;A6,False,False,False,True
basketball,,human,,16,58,58,3,B6,2,6,A5;A6,False,False,False,True
basketball,,human,,16,67,67,1,A7,1,7,A7,True,False,False,True
basketball,,human,,16,67,67,2,B7,2,7,A7,False,False,False,True
basketball,,human,,16,67,67,3,A7,1,7,A7,True,False,False,True
basketball,,human,,16,29,29,1,C5,3,5,A5,False,False,False,True
basketball,,human,,16,29,29,2,C6,3,6,A5,False,False,False,True
basketball,,human,,16,29,29,3,B6,2,6,A5,False,False,False,True
basketball,,human,,16,22,22,1,D5,4,5,A7,False,False,False,True
basketball,,human,,16,22,22,2,E5,5,5,A7,False,False,False,True
basketball,,human,,16,22,22,3,E6,5,6,A7,False,False,False,True
basketball,,human,,16,28,28,1,E3,5,3,D6;E6,False,False,False,True
basketball,,human,,16,28,28,2,E3,5,3,D6;E6,False,False,False,True
basketball,,human,,16,28,28,3,E3,5,3,D6;E6,False,False,False,True
basketball,,human,,16,64,64,1,D7,4,7,B7;B8;C7;C8,False,False,False,True
basketball,,human,,16,64,64,2,E8,5,8,B7;B8;C7;C8,False,False,False,True
basketball,,human,,16,64,64,3,D8,4,8,B7;B8;C7;C8,False,False,False,True
basketball,,human,,16,32,32,1,C6,3,6,B6;C6,True,False,False,True
basketball,,human,,16,32,32,2,C6,3,6,B6;C6,True,False,False,True
basketball,,human,,16,32,32,3,C6,3,6,B6;C6,True,False,False,True
basketball,,human,,16,61,61,1,E8,5,8,E8;F8,True,False,False,True
basketball,,human,,16,61,61,2,E7,5,7,E8;F8,False,False,False,True
basketball,,human,,16,61,61,3,F8,6,8,E8;F8,True,False,False,True
basketball,,human,,16,46,46,1,D6,4,6,D5;D6,True,False,False,True
basketball,,human,,16,46,46,2,D6,4,6,D5;D6,True,False,False,True
basketball,,human,,16,46,46,3,D6,4,6,D5;D6,True,False,False,True
basketball,,human,,16,60,60,1,C5,3,5,A5,False,False,False,True
basketball,,human,,16,60,60,2,B5,2,5,A5,False,False,False,True
basketball,,human,,16,60,60,3,B4,2,4,A5,False,False,False,True
basketball,,human,,16,44,44,1,D5,4,5,A5;B5,False,False,False,True
basketball,,human,,16,44,44,2,C5,3,5,A5;B5,False,False,False,True
basketball,,human,,16,44,44,3,B5,2,5,A5;B5,True,False,False,True
basketball,,human,,16,40,40,1,B4,2,4,A4,False,False,False,True
basketball,,human,,16,40,40,2,B5,2,5,A4,False,False,False,True
basketball,,human,,16,40,40,3,B5,2,5,A4,False,False,False,True
basketball,,human,,16,25,25,1,F9,6,9,D10;D9;E10;E9,False,False,False,True
basketball,,human,,16,25,25,2,F10,6,10,D10;D9;E10;E9,False,False,False,True
basketball,,human,,16,25,25,3,F10,6,10,D10;D9;E10;E9,False,False,False,True
basketball,,human,,16,54,54,1,C5,3,5,B4;B5;C4;C5,True,False,False,True
basketball,,human,,16,54,54,2,C5,3,5,B4;B5;C4;C5,True,False,False,True
basketball,,human,,16,54,54,3,C5,3,5,B4;B5;C4;C5,True,False,False,True
basketball,,human,,16,45,45,1,C6,3,6,B5;B6,False,False,False,True
basketball,,human,,16,45,45,2,B5,2,5,B5;B6,True,False,False,True
basketball,,human,,16,45,45,3,B5,2,5,B5;B6,True,False,False,True
basketball,,human,,16,13,13,1,C6,3,6,D3,False,False,False,True
basketball,,human,,16,13,13,2,C5,3,5,D3,False,False,False,True
basketball,,human,,16,13,13,3,B6,2,6,D3,False,False,False,True
basketball,,human,,16,80,80,1,E6,5,6,E5;E6,True,False,False,True
basketball,,human,,16,80,80,2,E4,5,4,E5;E6,False,False,False,True
basketball,,human,,16,80,80,3,F5,6,5,E5;E6,False,False,False,True
basketball,,human,,16,7,7,1,E5,5,5,E5,True,False,False,True
basketball,,human,,16,7,7,2,E6,5,6,E5,False,False,False,True
basketball,,human,,16,7,7,3,E5,5,5,E5,True,False,False,True
basketball,,human,,16,33,33,1,D5,4,5,D5;D6;E5;E6,True,False,False,True
basketball,,human,,16,33,33,2,D5,4,5,D5;D6;E5;E6,True,False,False,True
basketball,,human,,16,33,33,3,D6,4,6,D5;D6;E5;E6,True,False,False,True
basketball,,human,,16,48,48,1,B6,2,6,A5;A6;B5;B6,True,False,False,True
basketball,,human,,16,48,48,2,B6,2,6,A5;A6;B5;B6,True,False,False,True
basketball,,human,,16,48,48,3,B6,2,6,A5;A6;B5;B6,True,False,False,True
basketball,,human,,16,57,57,1,B6,2,6,B6;B7,True,False,False,True
basketball,,human,,16,57,57,2,B5,2,5,B6;B7,False,False,False,True
basketball,,human,,16,57,57,3,B5,2,5,B6;B7,False,False,False,True
basketball,,human,,16,19,19,1,D6,4,6,C5;C6,False,False,False,True
basketball,,human,,16,19,19,2,C6,3,6,C5;C6,True,False,False,True
basketball,,human,,16,19,19,3,C6,3,6,C5;C6,True,False,False,True
basketball,,human,,16,30,30,1,E6,5,6,D4;D5,False,False,False,True
basketball,,human,,16,30,30,2,E6,5,6,D4;D5,False,False,False,True
basketball,,human,,16,30,30,3,E6,5,6,D4;D5,False,False,False,True
basketball,,human,,16,50,50,1,D7,4,7,D6;D7,True,False,False,True
basketball,,human,,16,50,50,2,E7,5,7,D6;D7,False,False,False,True
basketball,,human,,16,50,50,3,D5,4,5,D6;D7,False,False,False,True
basketball,,human,,16,26,26,1,C5,3,5,C5;C6,True,False,False,True
basketball,,human,,16,26,26,2,C5,3,5,C5;C6,True,False,False,True
basketball,,human,,16,26,26,3,C5,3,5,C5;C6,True,False,False,True
basketball,,human,,16,63,63,1,C5,3,5,A5;B5,False,False,False,True
basketball,,human,,16,63,63,2,C5,3,5,A5;B5,False,False,False,True
basketball,,human,,16,63,63,3,C5,3,5,A5;B5,False,False,False,True
basketball,,human,,16,23,23,1,D7,4,7,C5;C6,False,False,False,True
basketball,,human,,16,23,23,2,E6,5,6,C5;C6,False,False,False,True
basketball,,human,,16,23,23,3,F5,6,5,C5;C6,False,False,False,True
basketball,,human,,16,65,65,1,C6,3,6,A5;A6;B5;B6,False,False,False,True
basketball,,human,,16,65,65,2,C7,3,7,A5;A6;B5;B6,False,False,False,True
basketball,,human,,16,65,65,3,C6,3,6,A5;A6;B5;B6,False,False,False,True
basketball,,human,,16,3,3,1,B5,2,5,B5;B6,True,False,False,True
basketball,,human,,16,3,3,2,B5,2,5,B5;B6,True,False,False,True
basketball,,human,,16,3,3,3,B5,2,5,B5;B6,True,False,False,True
basketball,,human,,16,35,35,1,D7,4,7,D6,False,False,False,True
basketball,,human,,16,35,35,2,D6,4,6,D6,True,False,False,True
basketball,,human,,16,35,35,3,D7,4,7,D6,False,False,False,True
basketball,,human,,16,10,10,1,C5,3,5,A5;B5,False,False,False,True
basketball,,human,,16,10,10,2,C6,3,6,A5;B5,False,False,False,True
basketball,,human,,16,10,10,3,C6,3,6,A5;B5,False,False,False,True
basketball,,human,,16,18,18,1,A3,1,3,A2;A3,True,False,False,True
basketball,,human,,16,18,18,2,A2,1,2,A2;A3,True,False,False,True
basketball,,human,,16,18,18,3,A4,1,4,A2;A3,False,False,False,True
basketball,,human,,16,84,84,1,C6,3,6,B5;B6,False,False,False,True
basketball,,human,,16,84,84,2,B6,2,6,B5;B6,True,False,False,True
basketball,,human,,16,84,84,3,B7,2,7,B5;B6,False,False,False,True
